Blacksad - tome 3 - Ame rouge
Blacksad - tome 1 - Quelque part entre les ombres
Thorgal - Tome 35 - Le feu écarlate: Édition numérique
Thorgal - tome 10 – Le pays Qâ
Lanfeust de Troy: L'ivoire du Magohamoth
Lanfeust de Troy: Le Paladin d'Eckmül
Murena - Tome 5 - La Déesse Noire
Murena - tome 8 - Revanche des cendres
Largo Winch - Tome 1 - L'Héritier
Largo Winch - Tome 8 - L'Heure du Tigre: L'Heure du Tigre
Spirou et Fantasio - Tome 1 - 4 AVENTURES DE SPIROU ET FANTASIO
Spirou et Fantasio - Tome 41 - LA VALLEE DES BANNIS
Le combat ordinaire -
Le combat ordinaire - tome 4 - Planter des clous
Universal War One: Le Patriarche
Universal War One: Le Déluge
Blake et Mortimer - Tome 4 - Le Mystère de la Grande Pyramide
Blake & Mortimer - Volume 25 - La Vallée des immortels -: Menace sur Hong Kong
Lucky Luke - tome 10 – Le Cavalier blanc
Lucky Luke - tome 5 - Western Circus
Le Troisième testament - Julius V
Le Troisième testament - Julius III: La Révélation - Chapitre 2
"Corto Maltese, découverte à l’épisode - Tome 2 - La Ballade de la mer salée"
Le Tueur - L'Intégrale (Cycle 1)
Les Tuniques Bleues - Tome 58 - Les Bleus se mettent au vert
Les Tuniques Bleues - Tome 10 - DES BLEUS ET DES TUNIQUES
Okko - Artbook: 10 ans de dessins
Okko: Le Cycle de l'eau (2/2)
Magasin Général - L'Intégrale
Le Retour à la terre - tome 6 - Les Métamorphoses
Le Retour à la terre - tome 1 - La vraie vie
Où le regard ne porte pas... -
Complainte des landes perdues - Cycle 1 - Tome 3 - DAME GERFAUT
Complainte des landes perdues - Cycle 1 - Tome 1 - Sioban
Les 7 Vies de l'épervier - 2ème époque - Tome 2 - L'Oiseau-tonnerre
Les 7 Vies de l'épervier - 2ème époque - Tome 3 - Beau-Ténébreux
La Trilogie Nikopol (L'Intégrale)
